"key","name_en","url","descripcion_es","slug","hashtags_originales"
"100994","ExelDirect","https://exlinternationaldelivery.com/","ExelDirect es una compañía de logística integral que ofrece soluciones de transporte y distribución a nivel nacional. Su especialidad es la gestión eficiente de la cadena de suministro, proporcionando servicios de paquetería, envíos express y transporte de carga. La empresa se enfoca en la optimización de rutas y la entrega oportuna, utilizando tecnología avanzada para el seguimiento y la gestión de sus envíos. ExelDirect busca ofrecer una experiencia de envío confiable y transparente para sus clientes.","exeldirect","#EnviosExpress | #Mensajeria | #UltimaMilla"
"100995","Total Transport & Distribution, Inc.","https://ttdwest.com/","Total Transport & Distribution, Inc. es una compañía de logística especializada en el manejo y distribución de mercancías a nivel nacional e internacional. Se dedica a proveer soluciones de transporte eficientes y confiables para empresas de diversos sectores. Su oferta de servicios incluye transporte terrestre, aéreo y marítimo, así como gestión de la cadena de suministro y almacenamiento.","total-transport-distribution-inc","#Envios | #Seguimiento | #Logistica"
"100996","GOFO","https://www.gofoexpress.com/","GOFO es una empresa de logística que ofrece soluciones integrales para el transporte y la distribución de mercancías. Su especialidad es la gestión eficiente de la cadena de suministro, abarcando desde la recolección hasta la entrega final. Se caracteriza por brindar servicios personalizados, adaptándose a las necesidades específicas de cada cliente y garantizando la seguridad y la trazabilidad de cada envío. Ofrece cobertura tanto a nivel nacional como internacional.","gofo","#Envios | #Seguimiento | #Logistica"
"100997","Lazada Logistics (VN)","https://logistics.lazada.vn/","Esta es la rama vietnamita de la empresa de logística perteneciente al grupo Lazada, uno de los principales marketplaces de comercio electrónico en el Sudeste Asiático. Lazada Logistics (VN) se especializa en ofrecer soluciones de envío y entrega para los vendedores y compradores que utilizan la plataforma Lazada en Vietnam. Sus servicios abarcan la gestión de almacenes, el transporte y la entrega de última milla, buscando optimizar la eficiencia y la rapidez en la cadena de suministro.","lazada-logistics-vn","#Logistica | #SupplyChain | #EnviosInternacionales"
"100998","Starlinks Global","https://starlinks-global.com/","Starlinks Global es una empresa de logística internacional que ofrece soluciones integrales de transporte y distribución de mercancías a nivel global. Su especialidad es la gestión eficiente de la cadena de suministro, brindando servicios de transporte aéreo, marítimo y terrestre. La compañía se enfoca en la optimización de procesos para asegurar entregas rápidas y seguras, adaptándose a las necesidades específicas de cada cliente.","starlinks-global","#Envios | #Seguimiento | #Logistica"
"100999","Purolator Shipping","https://tracking.purolatorshipping.com/","Purolator Shipping es una compañía canadiense de logística integral que ofrece servicios de mensajería, paquetería y transporte de carga. Su especialidad es brindar soluciones de envío confiables y eficientes tanto a nivel nacional como internacional. La empresa se enfoca en la satisfacción del cliente, proporcionando herramientas de seguimiento avanzadas y una amplia red de distribución para asegurar la entrega puntual de los paquetes.","purolator-shipping","#Seguimiento | #Rastreo | #Tracking"
"101000","Purolator International","https://www.purolatorinternational.com/","Esta empresa es un proveedor líder de soluciones logísticas y de transporte de carga, especializado en envíos internacionales y gestión de la cadena de suministro. Su enfoque principal es ofrecer servicios personalizados y confiables para satisfacer las necesidades de sus clientes en el ámbito global. Proporciona soluciones para una amplia gama de industrias, asegurando que los envíos lleguen a su destino de manera eficiente y segura.","purolator-international","#Envios | #Seguimiento | #Logistica"
"101001","Amazon Shipping (FR)","https://www.amazon.fr/","Se trata de la división logística de Amazon en Francia, encargada de la recolección, transporte y entrega de paquetes a clientes dentro del territorio francés. Su especialidad es ofrecer soluciones de envío eficientes y rápidas, aprovechando la infraestructura y tecnología de Amazon para optimizar la cadena de suministro. La empresa gestiona envíos tanto de productos vendidos en la plataforma de Amazon como de otros comercios asociados.","amazon-shipping-fr","#Envios | #Seguimiento | #Logistica"
"101002","Spaceship","https://www.spaceshipapp.com/","Spaceship es una empresa de logística que se especializa en el transporte de mercancías a nivel global. Ofrece soluciones de envío rápidas y eficientes tanto para empresas como para particulares. Su red logística abarca una amplia gama de destinos, asegurando la entrega de paquetes de forma segura y con seguimiento en tiempo real. Spaceship se destaca por su compromiso con la satisfacción del cliente y la optimización de la cadena de suministro.","spaceship","#Seguimiento | #Rastreo | #Tracking"
"101003","BJS Home Delivery","https://bjshomedelivery.com/","BJS Home Delivery es una empresa de logística especializada en la entrega a domicilio de mercancías, especialmente aquellas de gran tamaño o peso. Se enfoca en ofrecer soluciones de transporte eficientes y confiables directamente al consumidor final. Su red de distribución abarca diversas áreas geográficas, facilitando la recepción de productos adquiridos online o en tiendas físicas. BJS Home Delivery prioriza la puntualidad y el cuidado de los envíos.","bjs-home-delivery","#EnviosExpress | #Mensajeria | #UltimaMilla"
"101004","Speedpost","https://www.speedpost.com.sg/","Speedpost es una empresa de logística internacional con una amplia red de distribución global. Su especialidad es la entrega rápida y confiable de paquetes y documentos a nivel mundial. Ofrece soluciones de envío tanto para clientes individuales como para empresas, adaptándose a diversas necesidades y presupuestos. La compañía se enfoca en proporcionar un servicio de rastreo preciso y transparente para cada envío.","speedpost","#Seguimiento | #Rastreo | #Tracking"
"101005","XLCourier","https://www.xlcourier.com/","XLCourier es una empresa de logística que ofrece servicios de transporte y entrega de paquetes a nivel nacional e internacional. Su especialidad reside en la gestión integral de la cadena de suministro, abarcando desde la recolección hasta la entrega final, con un enfoque en la eficiencia y la puntualidad. La compañía se esfuerza por proporcionar soluciones de envío personalizadas adaptadas a las necesidades específicas de cada cliente.","xlcourier","#EnviosExpress | #Mensajeria | #UltimaMilla"
"101006","E-Cargo (אי קרגו לוגיסטיקה בעמ)""","https://e-cargo.co.il/","E-Cargo es una empresa de logística que ofrece servicios de transporte y distribución de mercancías. Su especialidad es brindar soluciones integrales para la gestión de la cadena de suministro, adaptándose a las necesidades específicas de cada cliente. La compañía se enfoca en la eficiencia y la transparencia en cada etapa del proceso de envío, desde la recolección hasta la entrega final.","e-cargo-אי-קרגו-לוגיסטיקה-בעמ","#CargaAerea | #CargaMaritima | #Logistica"
"101007","Xcargo","https://x-cargo.co/","Xcargo es una empresa de logística especializada en el transporte y distribución de mercancías a nivel nacional e internacional. Se dedica a ofrecer soluciones integrales de cadena de suministro, incluyendo servicios de paquetería, carga consolidada y transporte de carga completa. Xcargo se distingue por su compromiso con la eficiencia y la seguridad en cada envío, buscando siempre optimizar los tiempos de entrega y la satisfacción del cliente.","xcargo","#CargaAerea | #CargaMaritima | #Logistica"
"101008","BOX NOW","https://boxnow.gr/","BOX NOW es una empresa de logística que ofrece servicios de entrega en taquillas automatizadas, proporcionando una solución conveniente y segura para la recepción de paquetes. Su red de taquillas permite a los usuarios recoger sus envíos cuando y donde les sea más cómodo, sin necesidad de coordinar horarios con repartidores. Esta opción de entrega se centra en la flexibilidad y la autonomía del cliente.","box-now","#Envios | #Seguimiento | #Logistica"
